#Operacion,Partida,Descripcion,Tercero,NIF,Imp Oper,Imp Liq,FechaOp,SIGLASOPER
201500002364, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE COL SEGARRA 0001 CO,GAS NATURAL SERVICIOS SDG SA,A08431090,1384.68,1384.68,2015-01-19,RPPA
201500002365, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE CRTA SEGORBE 0023 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,359.14,359.14,2015-01-19,RPPA
201500002366, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE AVD SUROESTE 0011,GAS NATURAL SERVICIOS SDG SA,A08431090,1054.67,1054.67,2015-01-19,RPPA
201500002367, 2014/N/220/9200/22100/,"CONSUMO LUZ OCTUBRE AVD SUROESTE, 0039 BJ 00001",GAS NATURAL SERVICIOS SDG SA,A08431090,547.55,547.55,2015-01-19,RPPA
201500002368, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE AVD SUROESTE 0068,GAS NATURAL SERVICIOS SDG SA,A08431090,1495.85,1495.85,2015-01-19,RPPA
201500002369, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE UNION 0020 BJ MZ,GAS NATURAL SERVICIOS SDG SA,A08431090,452.98,452.98,2015-01-19,RPPA
201500002370, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE ONCE S/N BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,315.14,315.14,2015-01-19,RPPA
201500002371, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE CUATRO (BO CARBONAIRE) 0001 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,932.62,932.62,2015-01-19,RPPA
201500002372, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE NUEVE (BOCARBONAIRE) 0031 01,GAS NATURAL SERVICIOS SDG SA,A08431090,3667.09,3667.09,2015-01-19,RPPA
201500002373, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE POL INDUSTRIAL VERNITXA 0002 26 FA-SE,GAS NATURAL SERVICIOS SDG SA,A08431090,1007.52,1007.52,2015-01-19,RPPA
201500002374, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE  OCHO (B0CARBONAIRE) 0075 PR-OX,GAS NATURAL SERVICIOS SDG SA,A08431090,304.9,304.9,2015-01-19,RPPA
201500002375, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE MIGUEL V.ARNAU ABAD 0001 BJ EN,GAS NATURAL SERVICIOS SDG SA,A08431090,1469.1,1469.1,2015-01-19,RPPA
201500002376, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE INDUSTRIAL BELCAIRE S/N BJ 00004,GAS NATURAL SERVICIOS SDG SA,A08431090,922.63,922.63,2015-01-19,RPPA
201500002377, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE POL INDUSTRIAL BELCAIRE 0801 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,472.4,472.4,2015-01-19,RPPA
201500002378, 2014/N/220/9200/22100/,CONSUMO LUZ OCTUBRE PZA NOU D'OCTUBRE 0001 BJ,GAS NATURAL SERVICIOS SDG SA,A08431090,253.8,253.8,2015-01-19,RPPA
