#Operacion,Partida,Descripcion,Tercero,NIF,Imp Oper,Imp Liq,FechaOp,SIGLASOPER
201400000696, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-17,RPPA
201400000708, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-17,RPPA
201400000730, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,90.0,90.0,2014-01-17,RPPA
201400000694, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,232.0,232.0,2014-01-17,RPPA
201400000693, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2014-01-17,RPPA
201400000724, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-17,RPPA
201400000682, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-17,RPPA
201400000687, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2014-01-17,RPPA
201400000727, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-17,RPPA
201400000703, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,240.0,240.0,2014-01-17,RPPA
201400000706, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2014-01-17,RPPA
201400000715, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,135.0,135.0,2014-01-17,RPPA
201400000717, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2014-01-17,RPPA
201400000729, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-17,RPPA
201400001006, 2013/N/220/155/210/,FACT.Nº13000260 DE SEPTIEMBRE 13* CAMBIAR CONTENEDOR ESCOMBRROS OBRAS EN VIAS PUBLICAS,MENERO HOYO CONTENEDORES SL,B12077327,137.5,137.5,2014-01-20,RP
201400000950, 2013/N/220/9200/212/,FACT.Nº 13093 DE NOVBRE.13REPARACION TABIQUE SALA SERVIDORES INFORMATICA,"CARMELO BLANCO, S.L.",B12229258,1428.27,1428.27,2014-01-20,RP
201400001036, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,90.0,90.0,2014-01-20,RPPA
201400001019, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2014-01-20,RPPA
201400001031, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2014-01-20,RPPA
201400001028, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,130.0,130.0,2014-01-20,RPPA
201400001021, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,240.0,240.0,2014-01-20,RPPA
201400000830, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,140.0,140.0,2014-01-20,RP
201400000831, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,50.0,50.0,2014-01-20,RP
201400001035, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,240.0,240.0,2014-01-20,RPPA
201400001024, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2014-01-20,RPPA
201400000997, 2013/N/500/912/22601/,FRA. Nº 93 OCTUBRE 2013 CHAPITA PROTOCOLO REINA ONDA,PERSONA FISICA,PERSONA FISICA,5.0,5.0,2014-01-20,RP
201400001020, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-20,RPPA
201400001022, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-20,RPPA
201400001018, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,210.0,210.0,2014-01-20,RPPA
201400001029, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2014-01-20,RPPA
201400001026, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-20,RPPA
201400001033, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,210.0,210.0,2014-01-20,RPPA
201400001027, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,155.0,155.0,2014-01-20,RPPA
201400001117, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,120.0,120.0,2014-01-20,RP
201400001025, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,220.0,220.0,2014-01-20,RPPA
201400001023, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-20,RPPA
201400001034, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,250.0,250.0,2014-01-20,RPPA
201400001032, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-20,RPPA
201400001030, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-20,RPPA
201400000914, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-20,RP
201400001143, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2014-01-21,RP
201400001141, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,150.0,150.0,2014-01-21,RP
201400001181, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,180.0,180.0,2014-01-21,RP
201400001159, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,250.0,250.0,2014-01-21,RP
201400001144, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-21,RP
201400001145, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,110.0,110.0,2014-01-21,RP
201400001156, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-21,RP
201400001160, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,77.0,77.0,2014-01-21,RP
201400001958, 2014/N/220/151/681/,Aplicación al presupuesto 2014 del pago de un inmueble para vial en Paraje San José,PERSONA FISICA,PERSONA FISICA,34445.9,34445.9,2014-01-22,RP
201400001982, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,200.0,200.0,2014-01-22,RP
201400001963, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,100.0,100.0,2014-01-22,RP
201400001983, 2013/N/470/23121/480/,AYUDA SOCIAL 1Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,210.0,210.0,2014-01-22,RP
201400001960, 2013/N/470/23121/480/,AYUDA SOCIAL 2Q DICIEMBRE,PERSONA FISICA,PERSONA FISICA,240.0,240.0,2014-01-22,RP
201400001957, 2014/N/301/934/352/,Aplicación al presupuesto de pago de intereses del recurso contencioso nº 1786/00,TRIBUNAL SUPERIOR DE JUSTICIA COMUNIDAD VALENCIANA,S2813600J,101161.33,101161.33,2014-01-22,RP
201400002153, 2013/N/170/132/22799/,FACT. 201338 NOVIEMBRE 2013RETIRADA VEHICULO,TANDRIW CAR S.L.,29018554Y,38.5,38.5,2014-01-23,RPPA
201400002154, 2013/N/170/132/22799/,FACT. 201340 NOVIEMBRE 2013RETIRADA VEHICULO,TANDRIW CAR S.L.,29018554Y,38.5,38.5,2014-01-23,RPPA
201400002155, 2013/N/170/132/22799/,FACT. 201337 NOVIEMBRE 2013RETIRADA VEHICULO,TANDRIW CAR S.L.,29018554Y,77.0,77.0,2014-01-23,RPPA
201400002156, 2013/N/170/132/22799/,FACT. 201339 NOVIEMBRE 2013RETIRADA VEHICULO,TANDRIW CAR S.L.,29018554Y,77.0,77.0,2014-01-23,RPPA
201400002163, 2013/N/220/9200/22100/,"FRA NºFE13321131993080 SEPT 13CONSUMO ENERGIA ELECTRICA ADMON GENERAL ALTO DE LA VILLA, 61 A",GAS NATURAL SERVICIOS SDG SA,A08431090,320.42,320.42,2014-01-23,RPPA
201400002164, 2013/N/220/9200/22100/,FRA NºFE13321131993081 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL ALTO DE LA VILLA 61 A,GAS NATURAL SERVICIOS SDG SA,A08431090,458.23,458.23,2014-01-23,RPPA
201400002165, 2013/N/220/9200/22100/,FRA NºFE13321131342973 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GRAL URB COL CARMADAY ANTIGUA ESCUELA E IGLESIA 110,GAS NATURAL SERVICIOS SDG SA,A08431090,147.8,147.8,2014-01-23,RPPA
201400002166, 2013/N/220/9200/22100/,FRA NºFE13321130657734 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL PARAJE EL CRISTAL 699,GAS NATURAL SERVICIOS SDG SA,A08431090,2202.05,2202.05,2014-01-23,RPPA
201400002167, 2013/N/220/9200/22100/,"FRA NºFE13321130657746 SEPT 13 CONSUMO ENERGIA ELECTRICA CRIS PLAZA PAZ, 2 BJ",GAS NATURAL SERVICIOS SDG SA,A08431090,514.13,514.13,2014-01-23,RPPA
201400002168, 2013/N/220/9200/22100/,FRA NºFE13321131993107 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GRAL DE EDUCACION BELCAIRE 103  1,GAS NATURAL SERVICIOS SDG SA,A08431090,376.65,376.65,2014-01-23,RPPA
201400002169, 2013/N/220/9200/22100/,FRA NºFE13321131993108 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL DE EDUCACION BELCAIRE 103  1,GAS NATURAL SERVICIOS SDG SA,A08431090,600.84,600.84,2014-01-23,RPPA
201400002170, 2013/N/220/9200/22100/,"FRA NºFE13321131993105 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION TRES CARBONAIRE, 15",GAS NATURAL SERVICIOS SDG SA,A08431090,271.16,271.16,2014-01-23,RPPA
201400002171, 2013/N/220/9200/22100/,"FRA NºFE13321131993106 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION TRES CARBONAIRE, 15",GAS NATURAL SERVICIOS SDG SA,A08431090,525.48,525.48,2014-01-23,RPPA
201400002172, 2013/N/220/9200/22100/,FRA NºFE13321131993103 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION XACO 43,GAS NATURAL SERVICIOS SDG SA,A08431090,304.3,304.3,2014-01-23,RPPA
201400002173, 2013/N/220/9200/22100/,"FRA NºFE13321131993104 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION XACO, 43",GAS NATURAL SERVICIOS SDG SA,A08431090,535.12,535.12,2014-01-23,RPPA
201400002174, 2013/N/220/9200/22100/,FRA NºFE13321131993097 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION AV SUROESTE 39,GAS NATURAL SERVICIOS SDG SA,A08431090,399.03,399.03,2014-01-23,RPPA
201400002175, 2013/N/220/9200/22100/,"FRA NºFE13321131993098 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION AV SUROESTE, 39",GAS NATURAL SERVICIOS SDG SA,A08431090,724.14,724.14,2014-01-23,RPPA
201400002176, 2013/N/220/9200/22100/,FRA NºFE13321130912777 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION C 0014,GAS NATURAL SERVICIOS SDG SA,A08431090,67.26,67.26,2014-01-23,RPPA
201400002177, 2013/N/220/9200/22100/,FRA NºFE13321131993093 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION C 0014,GAS NATURAL SERVICIOS SDG SA,A08431090,82.43,82.43,2014-01-23,RPPA
201400002178, 2013/N/220/9200/22100/,FRA NºFE13321131993094 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION C0014,GAS NATURAL SERVICIOS SDG SA,A08431090,599.57,599.57,2014-01-23,RPPA
201400002179, 2013/N/220/9200/22100/,FRA NºFE13321131993091 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION POETA LLORENTE 115,GAS NATURAL SERVICIOS SDG SA,A08431090,131.79,131.79,2014-01-23,RPPA
201400002180, 2013/N/220/9200/22100/,"FRA NºFE13321131993092 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION POETA LLORENTE, 115",GAS NATURAL SERVICIOS SDG SA,A08431090,269.47,269.47,2014-01-23,RPPA
201400002181, 2013/N/220/9200/22100/,"FRA NºFE13321131993087 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION PZA CENTRO, 1",GAS NATURAL SERVICIOS SDG SA,A08431090,208.47,208.47,2014-01-23,RPPA
201400002182, 2013/N/220/9200/22100/,"FRA NºFE13321131993088 SEPT 13 CONSUMO ENERGIA ELECTRICA ADMON GENERAL EDUCACION PLAZA CENTRO, 1",GAS NATURAL SERVICIOS SDG SA,A08431090,317.15,317.15,2014-01-23,RPPA
201400002183, 2013/N/220/9200/22100/,"FRA NºFE13321131254165 SEPT 13 CONSUMO ENERGIA ELECTRICA ALUMBRADO PUBLICO TRAVESIA CAMINO SAN JOSE, 2  11",GAS NATURAL SERVICIOS SDG SA,A08431090,733.03,733.03,2014-01-23,RPPA
201400002184, 2013/N/220/9200/22100/,FRA NºFE13321131254166 SEPT 13 CONSUMO ENERGIA ELECTRICA ALUMBRADO PUBLICO SAN JOSE DISEM 18,GAS NATURAL SERVICIOS SDG SA,A08431090,778.42,778.42,2014-01-23,RPPA
201400002185, 2013/N/220/9200/22100/,FRA NºFE13321131342974 SEPT 13 CONSUMO ENERGIA ELECTRICA ALUMBRADO PUBLICO POL IND CARMADAY 14,GAS NATURAL SERVICIOS SDG SA,A08431090,1482.14,1482.14,2014-01-23,RPPA
